Accession,X20141222_WOS521,X20141222_WOS526,X20141222_WOS5211,X20141222_WOS5216,X20141222_WOS522,X20141222_WOS527,X20141222_WOS5212,X20141222_WOS5217,X20141222_WOS523,X20141222_WOS528,X20141222_WOS5213,X20141222_WOS5218
Cre09.g401515.t1.1|PACid:30780705|,148.742053297191,173.485676690891,205.760864640577,157.066210276359,152.589770743748,143.488347290945,143.367490289374,170.589724755528,165.601173661696,185.183334934946,183.455021223705,189.031855357478
Cre16.g694850.t1.2|PACid:30777140|,1280.49987476165,1234.61062661758,1215.37279399341,1053.96849747837,1073.11776136007,1079.06089586373,1216.98804899361,1184.2884042704,1127.65213191694,1056.4035307064,1179.6718751759,1084.92735071722
gi|41179024|ref|NP_958380.1|,2778.39082824888,2697.90163234118,2694.08200978924,2566.77345855525,2570.04586543626,2549.8539515349,2669.32253024296,2465.90039991651,2561.02701929647,2518.64171375963,2617.49576462005,2509.5137671092
Cre09.g411100.t1.2|PACid:30781073|,3731.40929635016,3483.85884140896,3319.20364338882,3808.50961504725,3294.65808658241,3179.66352388037,3544.77753417042,3520.20673030649,3207.61310211273,3280.83778990453,3270.75626596054,3597.23135623323
Cre15.g635600.t1.2|PACid:30783595|,978.868140946152,984.180514188914,1002.11107921016,971.558226186582,955.540473504181,971.350232293367,1011.40653498493,945.618046845099,983.427004065246,957.891613436086,998.173771905046,945.547480981123
Cre10.g456100.t1.2|PACid:30790358|,713.118174931542,677.357967389991,676.972247788914,704.970257515962,686.655684867334,665.502308789622,692.91965173193,648.696423605385,676.607002187549,636.023032410518,675.284424345796,667.374626097684
Cre13.g605150.t1.2|PACid:30784701|,1158.97041166196,1090.10954386768,978.852976741213,1057.32475087569,1063.96902469006,1090.41142727983,1033.97979249804,1018.71787349698,1044.69623878215,1121.37256765082,931.881086894177,1078.52493681163
Cre13.g580850.t1.2|PACid:30784624|,973.242577388858,914.314886720535,883.046405554212,940.853284926282,930.987936969443,848.355970480103,960.785672258827,969.266000377112,1042.25564272719,873.038218036924,909.979779979461,1009.41917074399
P69905ups|HBA_HUMAN_UPS,1015.45895474994,963.798568630807,928.005572647068,965.761338961888,1804.98405805446,1762.26491043696,1773.32046712458,1769.17524832328,3017.44839245075,2999.04661528728,3147.58622270606,3134.8899441498
Cre06.g262700.t1.1|PACid:30778841|,1566.88465686879,1494.85048215145,1570.17253093266,1635.10054142161,1505.37519248699,1471.99049227862,1505.64368497315,1507.92701325021,1484.00917410849,1442.95124866391,1515.69824614933,1536.41685346249
Cre10.g420700.t1.2|PACid:30790179|,1065.04159021647,876.249579862892,864.768978197254,1033.47407256684,1045.31099493843,784.56479873047,695.002729562982,1026.2338484569,1044.16017285371,846.477968390588,751.357843309918,944.885810940256
Cre06.g272650.t1.2|PACid:30779881|,2710.71225023567,2538.55847195265,2535.8215686765798,2596.76615994098,2394.34618702875,2458.05412477004,2609.42553589655,2570.99851455074,2406.85539017196,2481.30894166481,2439.17202677246,2602.5131831574
gi|41179023|ref|NP_958379.1|,4549.61954715438,5133.16957281407,5249.48302253138,5440.87978237155,5130.81502090441,5350.11943266074,6016.37536190647,5963.43890061159,5436.44976057674,5755.31927812391,5467.42872915988,6172.39317349353
Cre11.g481126.t1.1|PACid:30775821|,1273.50468080316,1173.01463626916,1214.98998248639,1172.79714178361,1221.94876374147,1137.85107246938,1185.24912288178,1160.30406270991,1178.0331754572,1193.88195353819,1078.16202000956,1184.71426800293
Cre14.g617900.t1.2|PACid:30776584|,1721.86967298787,1783.19618674233,1730.70714370272,1747.01724968447,1748.36295270789,1654.10399742333,1741.81894724197,1722.11670066286,1782.90308517121,1663.91983428094,1694.43393940082,1724.19866528055
Cre12.g494750.t1.2|PACid:30791934|,2281.99412062268,2213.13476661435,2266.58319043923,2204.10968769276,2242.96291989186,2058.15895713881,2299.41687519087,2188.63467528283,2206.82170834316,2225.8050897135,2215.57659354231,2217.88163332563
Cre02.g113200.t1.1|PACid:30784960|,2852.97926941041,2642.21226221481,2824.29779771416,2623.33652413673,2778.13257842537,2369.05497816616,2781.57315011253,1967.8183794847,2064.94206048398,2467.26013351233,1769.57197012845,2553.67225213623
Cre03.g197500.t1.2|PACid:30787944|,516.402040368687,485.61538403959,556.090910237944,557.373759294431,614.483204166462,458.323151329797,504.225922913295,482.232433035723,605.924165706986,512.998270650427,541.75420607585,509.559613906086
Cre06.g293150.t1.2|PACid:30780176|,1059.106199638,1015.77461132623,1039.8688032304,984.895617628029,1047.46263850987,1027.14716206149,1006.1651093744,956.303061471673,960.522329980379,1059.83304835427,1060.79584607504,997.38328606364
Cre12.g490500.t1.2|PACid:30791855|,1781.08885045678,1632.97435669446,1663.77051271881,1694.21554524943,1549.40482548518,1552.71074009421,1695.13270335968,1769.0292023026,1573.09267322271,1558.14718779993,1602.36018826632,1667.9143060688
Cre03.g146527.t1.1|PACid:30787753|,230.378534005228,168.521025980655,200.820550467723,256.696651222333,215.091993391237,187.003097030679,178.404065782829,180.464346582548,275.197214273946,193.126998456172,233.202500579853,176.353494208945
Cre09.g408200.t1.2|PACid:30780392|,1093.37563717909,1088.29322135741,1077.41002492704,1132.56856926006,1079.50908466903,1010.15454789888,1026.39704954106,1148.92021451627,1169.82275278913,999.613276223985,939.452152167388,1036.99326743178
Cre17.g742300.t1.1|PACid:30781862|,358.718445808109,349.710450456929,323.672715056241,357.054138708916,359.868269667409,335.012796867067,331.169389223546,329.338482179257,334.495522244517,314.424196682573,308.929579778121,332.533128932264
Cre16.g677026.t1.1|PACid:30778135|,872.087442861885,932.95541636518,974.396685419821,906.820834283553,930.031678308364,816.835891001474,877.081952863671,911.998580313478,898.523897677152,872.237118167288,989.107978208823,951.455785316518
Cre07.g352650.t1.2|PACid:30775322|,807.797059312159,772.840276985458,771.954194480084,814.882837153765,765.163199950877,778.496067356054,817.780185587496,804.825810324733,766.007843440766,807.067434306941,787.569876464195,763.650437087928
Cre16.g669650.t1.2|PACid:30777717|,1120.00882834467,1012.36311337197,1074.98811829541,1080.51974833361,983.825744029796,1007.42762295539,960.48194603842,1102.70291194484,995.493832913736,967.508886897266,1034.88580210156,1090.64481421701
Cre12.g558100.t1.2|PACid:30793592|,688.28667360496,733.009841479436,749.79830738722,795.522799966166,731.034456690544,730.449947257236,760.12402347074806,829.631879248324,721.363210182902,740.370858258815,797.873205775514,782.990671513549
Cre12.g537581.t1.1|PACid:30792399|,860.837623179522,918.112673861365,918.447460410006,921.921225947488,905.846016063405,897.456587525772,831.902159957583,815.786695303585,852.860659270694,885.339209961193,952.50778269671,886.13250905438
Cre09.g387800.t1.2|PACid:30780709|,1187.69859215304,1147.17441458361,1256.3555425609,1273.33351898015,1085.92067311719,1174.41442296366,1205.33803805918,1327.56696759713,1143.4515845081,1237.13293226418,1073.35027875824,1254.65423106554
P00441ups|SODC_HUMAN_UPS,864.401441872936,914.104643730144,662.240726107056,946.054262839142,2077.3355484771,1872.23495088069,2056.95822727011,1716.79930296186,3640.76475793054,3683.70375748698,3706.22164140053,3644.40263187478
Cre03.g182150.t1.2|PACid:30787302|,1538.18448890548,1468.40594550743,1560.35619883756,1455.76809692823,1616.93491349069,1534.28795598742,1563.98479710189,1598.02109277959,1630.2535518144,1443.23448587551,1507.20906854055,1585.62687723469
Cre06.g275050.t1.1|PACid:30779182|,414.088787406363,469.5152256064,412.425016977419,414.765127545205,395.340103580829,398.788314167895,419.950380428825,477.344890453674,450.331601523067,393.530787460054,411.038078430752,394.14066120891
Cre12.g493950.t1.2|PACid:30792612|,833.485342189137,835.035766264029,963.446438478496,1026.1351068547,767.701367433672,792.744714383745,900.972842224769,944.025301095371,854.563537007181,812.507973810132,914.87909906307,853.077605831308
Cre16.g661050.t1.2|PACid:30777324|,1794.82951004745,1508.1141855804,1849.44482794185,1684.13348840866,1977.17451954411,1917.52592979075,1938.4224440003,1734.46047509804,1901.68343403581,1741.46701983338,1614.02531354563,1509.05231202941
Cre12.g509050.t1.1|PACid:30791680|,1479.04976470855,1404.34666419062,1320.85499633565,1323.22245068388,1276.05085594418,1383.40977827178,1280.82414404946,1123.72240604343,1269.8327476333,1306.26216560506,1337.61668272562,1356.59680535033
Cre09.g396252.t1.1|PACid:30780874|,444.963811243611,507.488578879905,517.612138705244,449.881707909069,516.393180135302,452.60368378018,446.854125828415,565.358237994539,405.478633957395,430.661550823144,439.912592401117,420.56301009763
Cre16.g665250.t1.2|PACid:30777313|,862.092191685275,783.167066540927,814.361033055178,778.097562789842,766.994085224177,747.78645530478,783.748743192257,772.59780401887,724.597126543478,723.619510634554,780.15417628913,739.008033589428
Cre12.g504200.t1.2|PACid:30792072|,502.404472179732,498.240486237643,543.770215907627,478.4311558744,492.853800170929,458.752560741088,517.838152619773,507.396575768393,482.60496206486,467.941681493017,576.970197298492,471.874290509105
Cre02.g142800.t1.2|PACid:30785747|,612.588816644518,604.242388261134,598.941637485921,593.485683751982,554.321668378528,499.822930632416,615.751205538574,598.624150504847,552.348991578478,576.773268080662,601.625254359649,591.263680000808
Cre05.g242000.t1.2|PACid:30783498|,660.57805883861,632.381494839711,615.688535584101,611.848213576342,611.765544614063,568.338578786634,633.863282043115,584.332310422409,590.018428334737,580.925281711295,544.375480706409,578.691083203547
Cre12.g493250.t1.2|PACid:30791877|,127.693407257756,120.815399025369,135.504904268534,150.381755907009,129.788888501378,116.806334414815,117.97400209537,120.336050047238,132.23207700353,131.57792129383,148.230792264595,132.96815289287
Cre02.g098450.t1.2|PACid:30785067|,664.546102907624,604.455308665454,634.48849145424,632.052956348855,522.645389349692,563.90787012787,647.824339649534,620.999713088147,598.5159399569,564.449566308526,630.556436717291,632.319127893218
Cre12.g519350.t1.2|PACid:30792732|,463.210035678438,397.513022606349,426.924263954638,381.058756967103,406.427556035666,371.335054628686,403.124951584794,381.030600802447,417.361525761522,399.108638415235,466.046243086677,387.346945086393
Cre09.g393765.t1.1|PACid:30780679|,525.748692379572,483.561156266405,505.182902971104,411.303910241237,407.680572487818,466.291082280002,473.265450008035,513.153707789497,427.24850687429,425.942197918048,477.117201125578,476.522725209736
Cre09.g391023.t1.1|PACid:30781131|,715.253281650068,697.001510226636,707.628186453733,753.383007363089,748.101298237409,726.928808245745,759.634595400793,822.529472740119,821.175746533956,871.65169121407,873.030556731135,912.865012724692
Cre14.g632775.t1.1|PACid:30776081|,570.486981810072,549.599238630828,521.40282022463,536.596312344827,541.146997848961,536.312247658577,469.995121858797,557.779888868857,437.768164725396,551.888325765049,583.830059655423,543.895529433142
Cre03.g146247.t1.1|PACid:30787317|,660.029807625643,607.707416873798,591.164881276455,704.583299105635,647.699542495327,596.94524521654,629.658939420743,623.390324757437,594.609696774472,655.983232971733,571.482469980317,691.900179333825
Cre01.g000350.t1.1|PACid:30788481|,680.668391570538,659.045006903388,633.744612766922,613.660943241602,718.280170048127,713.155765030128,659.62984520845,689.753167724212,622.796235779756,629.629081601637,618.601059319065,630.21574912412
Cre06.g251500.t1.2|PACid:30778601|,693.742916721095,648.886593581856,658.284512560304,668.213879451094,637.140088529438,585.236281534565,600.543899854196,664.683180093294,646.991353038898,607.332122082774,671.369916677353,557.918557747101
Cre02.g094250.t1.1|PACid:30785359|,605.112870036737,555.180123442024,547.164192184785,509.371950360537,502.557920284733,545.527850482145,580.166472373082,274.395762845627,494.209553248317,543.895336126025,562.658793859916,552.192145274709
Cre12.g534700.t1.2|PACid:30793163|,389.923362710005,385.482400337127,377.969624318129,372.800292794597,410.705648134182,383.238642535324,380.02360088002,362.215597792249,386.205452885147,318.380671207249,361.748328154642,369.385152014171
Cre16.g672800.t1.2|PACid:30777925|,574.292601927231,552.196003878682,597.681520343784,562.238693273912,559.199740882388,539.144719911766,555.773095790534,548.004679923198,537.368744043851,516.676832861831,540.568262519549,584.564847507735
Cre10.g422600.t1.1|PACid:30790339|,517.303148475003,519.260970941407,519.359361785004,516.863195517621,495.00146692298,450.942582305755,516.305505038262,495.577629731908,487.454025249208,475.279170836139,455.425426028938,489.668214839022
Cre12.g484700.t1.2|PACid:30792460|,482.50576144132,437.262994366188,479.381925665449,453.576497063385,475.080613700574,437.69426359211,451.577912530473,446.867426399449,434.403350853015,442.411317447752,436.872428852282,466.290037826467
Cre06.g261800.t1.2|PACid:30780036|,450.016098821276,417.604458543646,359.29880293613,452.682223309836,329.934753363998,371.162482654701,346.2178017295,355.772533392393,386.58612604222,323.587581146234,451.31328140351,423.364062775254
Cre09.g392867.t1.1|PACid:30781497|,189.230954851483,242.445486070405,235.716830543947,240.00418302868,232.344547401418,247.473351114309,214.061058607544,231.922925134484,279.062321638845,199.814815891495,252.602276524995,188.321085708388
Cre18.g750047.t1.1|PACid:30783825|,286.228755689976,291.940341300677,329.137939918675,350.241888965518,321.518722277099,339.35037009906,308.494052504146,276.947199677696,317.911674520489,332.090347438555,336.910867033514,317.067354778723
Cre12.g514850.t1.2|PACid:30793174|,408.776016725173,384.909514357307,378.098734098362,406.540883361261,407.426751005137,384.608391061649,436.649050834888,423.180971599611,396.275145055334,379.84768563741,420.794918913673,420.184357738222
Cre17.g727700.t1.1|PACid:30782559|,244.764458893739,268.403100763172,281.755120413389,240.797434822503,159.281427134142,260.519416332268,256.46918004737,240.10822518556,247.997225114151,211.842789482162,282.254746432595,248.538898912948
Cre09.g411200.t1.2|PACid:30780556|,630.474420495183,562.723311988719,573.218972380385,556.829531035193,580.497044445073,540.346412138919,585.183133719725,580.997386176096,592.982369671549,553.702088967194,567.420990719099,562.426559400326
Cre05.g247450.t1.2|PACid:30782960|,526.962234503294,508.814938605245,503.09751396955,505.820006771306,476.404181131699,495.091896720314,502.475589054931,541.762881060255,503.818515574666,494.267531985585,513.288792232731,511.978169486947
Cre10.g422300.t1.2|PACid:30790817|,443.643129667975,433.480346812401,452.052246117903,465.140608296161,433.970908772881,413.347744978873,491.994740366755,509.537366363456,446.933270055084,452.232136893357,449.571043569726,445.749317442552
Cre02.g088000.t1.2|PACid:30785293|,381.007920587519,441.860129949059,410.167339350369,472.79071855739,433.851102077689,391.399630294567,387.060409101361,395.766294105577,392.075375360411,347.19017059981,401.572404840315,387.73079926871
Cre15.g643600.t1.2|PACid:30783744|,286.27185149107,276.934637469531,284.155174504286,284.955959323504,259.432011137922,277.076373477731,300.72131188236,285.837504641785,245.850002448757,256.03922781694,268.268579014729,287.927649713768
Cre12.g512600.t1.2|PACid:30792347|,474.987907148122,398.171700324411,460.028017521765,424.449882364637,429.537042825692,427.71468530234,468.187805387524,371.047958870784,460.7072910141,460.473980500505,448.400534840185,406.517277836152
Cre06.g279400.t1.2|PACid:30778437|,395.26592381638,369.681168035302,411.627962762973,414.539812067612,356.380440816354,324.549877233552,336.728057844579,401.06604851825,359.963432043583,383.763187408126,392.129607219825,383.997638983781
Cre12.g528000.t1.2|PACid:30793504|,380.210374409059,360.116156605603,448.780849767279,476.33377096805,451.899547386775,390.099705245811,459.603844013823,356.161753929368,529.371054446631,441.064714669717,407.885262186439,364.809057291103
Cre06.g308500.t1.2|PACid:30779111|,519.504041227578,521.752292222796,501.691177417191,542.131694916233,487.502956980349,486.301975431191,509.253874563044,548.458675773446,537.765138089411,458.726289607743,523.550376538109,490.60708687235
Cre02.g118500.t1.1|PACid:30785510|,401.294755638075,334.979924294624,384.505367866449,417.870141253654,382.967006295569,340.477484067787,354.591723747578,379.108416819692,348.986735343823,331.110875334928,328.581301417482,360.3133301859
Cre10.g418100.t1.1|PACid:30789792|,567.792344661789,528.892395218483,507.886858669649,512.922008474937,504.113735622038,501.583136303704,500.78907331418,503.841439269838,516.603054834982,477.079945308402,488.531061318518,479.634506857157
Cre17.g728800.t1.2|PACid:30781932|,300.062729634293,290.642529962057,331.738261177498,339.871507801645,289.027050207314,291.691044803688,330.695359393459,321.982592755428,332.256840317764,270.407278019337,312.197921964981,275.171649185894
Cre01.g021600.t1.2|PACid:30789366|,336.514147394829,300.697122573974,281.705051473983,314.217904804736,296.98710817213,300.26752680383,278.566304899634,276.165284722736,290.563915153189,309.246155822026,276.503863400732,268.265409057496
Cre13.g562150.t1.2|PACid:30784770|,536.802301029936,486.782549642653,489.093473882969,500.322280617436,408.259759442947,443.928206415405,471.241030453298,479.544862932694,486.721570701921,486.405588873619,470.843414424334,480.761938877759
Cre17.g701500.t1.2|PACid:30782290|,366.603688668638,344.224138086077,363.191264565417,341.248025261406,335.499848998625,316.088958680133,322.017906254772,380.911623247772,325.999113795067,337.412842964951,345.340513394597,362.23562986899
Cre09.g414050.t1.2|PACid:30781252|,288.288631712411,254.749031757764,222.119007334913,259.898315827174,238.083220461246,199.543160221783,268.309480139001,187.240942107462,249.876911645093,248.698170659241,227.884353894253,242.315633000622
Cre09.g416350.t1.2|PACid:30780945|,726.338368520727,755.887932048533,674.71145134491,728.045590950838,674.981664710736,697.039531418453,681.311743997446,660.169454855031,644.82622967969,651.851415071103,716.749935464251,701.147633617716
Cre09.g402775.t1.1|PACid:30780234|,332.558772776777,278.060089629491,298.908822851757,320.763314837407,302.481453742778,297.277263896141,288.617824814416,306.026568766504,294.939808490232,290.563707830939,286.613622599693,323.604072517751
Cre01.g011500.t1.2|PACid:30789063|,214.312650431154,193.968585343537,204.24958545875,202.635759663257,177.590417051543,211.925679341794,211.301842907197,239.008365923834,167.99601568585,157.177333199359,158.609589042587,143.16174960203
Cre17.g698450.t1.2|PACid:30782842|,384.917171328138,349.941748481968,375.695103841633,365.688938666802,349.974350797613,363.394651962051,313.703178815547,302.980689450519,351.356323904545,295.88932408601,283.646982957568,319.396893885664
Cre02.g077350.t1.2|PACid:30786207|,424.086541089835,398.463649482706,387.144993738871,372.55185206057,385.494166545201,414.473095816071,366.484091192482,349.161572968692,384.831237014719,345.987064470399,377.995259686666,356.639887301312
Cre01.g012150.t1.2|PACid:30789458|,300.591910927889,322.06430200901,334.569600917672,349.902037477301,338.394806624483,299.35021682054,328.819617697803,359.748086067407,313.016780976296,341.976883578408,366.676650968971,408.545807168616
Cre06.g274650.t1.1|PACid:30780126|,279.305982763911,268.552022713569,272.809925419835,276.914350996566,303.535322425975,265.328647232128,246.405573306513,306.955282357958,291.347753011791,291.276946847238,316.505862156292,292.968132563122
Cre17.g724350.t1.2|PACid:30782319|,311.547538024793,410.781681635847,404.014587994319,331.309562245099,341.403957994933,342.316808156985,338.583960982964,352.687997550256,340.148266462114,358.522799308233,373.517584557624,368.35992221428
Cre06.g250800.t2.1|PACid:30779209|,333.330314518193,303.252090066732,315.79296085972,319.366365136744,310.50790424304,305.369493339091,340.908399585269,302.983190961039,256.562184699473,307.411196407692,322.298661001355,293.478064430999
Cre02.g107450.t1.2|PACid:30785654|,143.369038828376,166.310747092578,180.306297357187,163.336798283558,136.199066723086,162.2375091944,146.93355898357,155.637852304361,157.970306329977,152.255782874603,167.741677245225,155.914716708021
Cre18.g749497.t1.1|PACid:30783810|,164.403799385604,194.048678410238,218.145147280981,221.363650290951,228.610153903009,177.050115563787,212.985392566391,210.217155796262,189.909086853326,201.20392631179,206.593030439894,228.222141738105
Cre15.g635067.t1.1|PACid:30783592|,320.353522818134,315.567891430782,311.505996502581,343.264784672042,342.144721346183,294.975774569688,341.665335187324,331.389787437888,317.397181231884,292.415638813391,322.60649288277,313.807362771502
Cre03.g182450.t1.2|PACid:30788165|,311.60922443179,255.897813478887,270.557011481405,285.605741636135,294.139454794233,278.733022240802,225.279902488102,255.129177319861,247.062499181087,261.149029216581,263.760617000311,303.660476549565
Cre11.g467550.t1.2|PACid:30775450|,272.594200515612,292.383928885578,291.979436658437,289.231605036901,270.120103876352,242.11613491817,296.968039997774,244.332044786568,249.980077810673,249.808094404258,309.201013029192,234.183305176499
Cre03.g176100.t1.2|PACid:30787519|,316.013727192335,280.979494674338,284.73744081457,280.486783202,274.445854939883,273.990662331508,283.527618017056,276.325513573479,280.823448071102,278.882458085603,274.999111731351,289.329693586896
Cre06.g279150.t1.2|PACid:30780105|,171.47052662024,193.039274626979,191.033841084715,159.129515334486,162.232218685157,157.66317517173,114.691170930238,107.09461871069,153.558219385368,145.995953152142,128.130288702765,150.097070697975
Cre03.g181500.t1.2|PACid:30786631|,183.629924277253,180.884567641319,163.549583730813,140.256385895766,174.266759316935,175.973662111089,159.75682318594,148.142960509232,158.806524673747,171.706708870904,159.756549686188,135.051241062282
Cre05.g232200.t1.2|PACid:30783267|,319.91417210884,299.465785508164,272.547625899933,317.764090801164,288.791542554584,277.280258323045,266.530307913473,266.717994089507,252.91400193489,257.178487737862,292.878375533209,283.909860259203
Cre06.g302700.t1.1|PACid:30779879|,74.6036897744602,130.196293452703,108.815254718609,126.980929193333,54.0203532973372,134.194469538366,101.932913741405,109.724005641852,114.392659918239,99.6357896461352,109.966543389453,87.5366826159082
Cre04.g215150.t1.2|PACid:30791328|,76.3403995691888,84.1509162044766,79.6961057170862,67.1507114096237,89.0354811413411,80.8542291230802,73.3225774824766,76.9040041937535,71.5217824130942,62.9635466271527,71.9733568114125,77.7928229678339
gi|41179036|ref|NP_958392.1|,575.29010155303,532.806262906344,557.457270670958,553.285259985538,517.073647368546,523.600023417579,385.254694118021,526.200710715937,573.897955880679,514.727785095039,497.517818161034,513.246057107704
Cre01.g051500.t1.2|PACid:30788842|,11231.7997891442,10476.6835566123,11101.6281392321,10658.0318492158,10810.7577480246,9824.61709761329,11069.1449067334,11301.9347372922,10498.73452288,10327.1145672245,10696.8476000257,10571.6272759571
Cre12.g549852.t1.1|PACid:30791755|,274.008067410299,251.924131622355,188.011329085247,224.184211353943,221.696734175864,250.277711407021,225.847368364167,237.605941185189,288.695824147455,242.42840211118,221.924544642509,253.056482006896
Cre13.g577100.t1.2|PACid:30784200|,20895.8380266209,19495.5892719613,19623.3531663193,20113.901205108,18687.6491025826,19411.4055586738,19777.8086994933,20438.6453540559,19072.3761307583,18846.7986199802,19620.5078098546,19846.2546829306
Cre10.g420350.t1.2|PACid:30790216|,19327.520783789,20692.5198862903,21897.7859828048,22058.3841619344,20577.1008892603,21134.942635017,22092.7191670696,22037.9240760023,20337.3541647826,21735.8660956934,20728.0533305711,22440.0510826197
Cre07.g338451.t1.1|PACid:30774250|,2278.33184154974,2141.80514554673,2157.74154829598,2071.1075497651,2510.00018100487,2446.47344769664,2671.96368567713,2396.11852866878,3421.18850793458,3374.7882826623,3517.64388507496,3561.5182703008
Cre16.g682300.t1.2|PACid:30776938|,1614.87588626254,1496.46740933018,1619.28541500407,1509.54974919396,1465.79323443303,1466.31359857751,1534.88458421949,1542.93989628739,1492.7636564381,1500.01076943797,1515.24488035174,1576.90836975471
Cre01.g043450.t1.2|PACid:30788632|,406.981224471059,384.866547906274,435.76824309967,392.915602909737,348.983865076401,415.584173742813,412.015701870866,431.970668473554,378.552314802729,400.089436843433,419.62301414041,420.282323909451
Cre02.g097400.t1.2|PACid:30785064|,798.350906095066,698.637897535505,707.203423593388,660.465737265043,782.815984073981,767.891544674075,733.211121972756,646.17710722368,746.731261639736,776.214001634704,727.832174731774,710.927975174287
P63279ups|UBC9_HUMAN_UPS,1130.94660446698,1001.98281191052,971.943263769694,1017.09201660555,1669.71436063163,1660.41692328584,1688.88178012904,1627.35051780123,2708.54218654237,2740.17312124633,2775.4127666076,2783.87237934132
Cre02.g084000.t1.2|PACid:30785732|,2947.61405132824,2803.1311596744,2709.22412813618,2858.76194140299,2834.73719181341,2746.70720163468,2749.06058819613,2630.81011520831,2742.31529875928,2717.35933472067,2513.00555586873,2921.00135761507
Cre02.g088850.t1.2|PACid:30785985|,1456.61660271003,1465.31501219533,1541.2371562136,1547.41390644439,1477.22452200331,1401.03437820866,1488.34431516923,1588.09244814,1566.46337260089,1437.6305604025,1593.53666852245,1471.72268438343
gi|41179015|ref|NP_958370.1|,1761.82394366017,1634.01325959695,1550.35319198197,1618.7658425127,1586.89919411084,1573.02769799532,1511.9058164795,1658.00506165255,1629.85833031302,1586.53157295912,1596.24148037132,1622.3516626254
Cre12.g522450.t1.2|PACid:30792584|,163.00568274414,152.876611735834,142.748826917,161.836313304943,86.0732062158908,156.785097877579,137.723385316166,133.993509080649,157.483768216039,142.471881139921,144.631876586062,132.757746337725
Cre12.g516450.t1.2|PACid:30793314|,138.05238282231701,137.408778580609,110.483477717049,104.622418846603,132.480242149712,147.615770353528,112.635140219055,146.451394692978,120.657982223103,109.021611147321,129.320954375398,114.691228792244
P10145ups|IL8_HUMAN_UPS,642.882760723008,594.541242532626,647.732768608763,633.252506172363,1227.78198452034,1179.33551153114,1183.43236800157,1277.08558506421,2086.94384474472,2076.35520025076,2240.50243928545,2133.85477798847
Cre06.g284600.t1.2|PACid:30779991|,866.806345313487,824.105119615331,822.239791875349,821.121067628998,961.628412455622,817.672925473624,799.48498315772,866.497267284943,840.582029730451,883.505892868299,929.335854511138,929.737384309281
Cre07.g343700.t1.2|PACid:30774566|,1889.09567172346,1713.17988343474,1878.69127469085,1775.02570942057,1699.4031174177,1656.38811993791,1940.66169259979,1576.00331999537,2007.41671312641,1702.3907527436,1716.83179131065,1645.59965265114
Cre07.g325746.t1.1|PACid:30775115|,4423.97109636048,4075.92344495464,4199.14986442225,4112.14293856977,4192.40377731465,3958.77117061629,4118.01271601679,3995.41200525861,4066.89907977888,3918.29601178459,3952.99160561767,3954.99000981115
Cre17.g715250.t1.2|PACid:30782126|,1317.53749638747,1364.87794997985,1194.60716497125,1242.65887118519,1312.73510551676,1242.60859981001,1408.25350958311,1374.25467224348,1351.30904189732,1210.37137784258,1341.71454750596,1330.94976631119
Cre12.g494450.t1.2|PACid:30791769|,2627.639361063,2545.39985071471,2477.25767654885,2610.39457753498,2423.01951060399,2269.21653255593,2434.60293910463,2454.31715237223,2419.24424682403,2342.18147567113,2451.91069559033,2328.25955002059
Cre10.g430150.t1.2|PACid:30790156|,1471.66825741945,1413.67950349507,1414.69059808733,1406.67109717771,1366.23521982918,1416.74869261459,1452.18452525157,1424.52891526876,1474.71829696658,1381.2851551299,1385.42870167375,1415.92999977415
Cre10.g436050.t1.2|PACid:30790769|,1106.28885833401,1060.80532141382,1127.94679271756,1134.06720717934,1148.00606274293,1048.72473373197,1026.5355395651,954.637546619349,1028.11910524443,1033.5253445115,1078.35011282374,1079.6169672905
Cre03.g182950.t1.2|PACid:30787736|,184.024231686057,174.839097787774,148.396832547523,203.859939703662,140.236430224204,151.324843461102,228.932391702978,205.132877107539,165.598477486813,182.229574272462,158.170842112111,200.989686853179
Cre10.g430400.t1.2|PACid:30789852|,900.968268870802,792.951948480717,742.17357613246,829.135224707609,767.295715159843,765.859626849715,555.568588359963,782.262203472581,774.020736106819,799.300313273322,729.893441541292,754.794532891366
Cre11.g468750.t1.2|PACid:30776063|,886.922580666611,1197.22913994863,1099.15588237897,1287.49974615984,1186.24530309376,1081.70092653302,772.453347684269,576.16391750621,1073.31237520414,1123.68731701702,1104.37558861701,1182.12468587852
gi|114812067|ref|NP_958374.2|,1799.88798030481,1708.34502248668,1656.97063593493,1794.7619714311,1732.00635603897,1657.04669280951,1644.81310666633,1523.57356540748,1759.01590963819,1656.59916824867,1689.65821823689,1753.50060735945
Cre06.g259100.t1.1|PACid:30778684|,44.7434651926811,39.6362011864993,42.7893274914298,50.1010310696897,34.2122471580025,62.560818766521,52.1098267940386,28.3763079986972,42.3780833846804,37.2133627321717,53.397365996107,55.2204964520034
P61769ups|B2MG_HUMAN_UPS,411.499140218777,381.167744317391,455.372911183265,413.61799582856,891.552999554766,797.116428951112,693.855529785833,795.638918920584,1607.13800329813,1482.97763678027,1716.11526840275,1647.90330857508
Cre03.g203450.t1.2|PACid:30787782|,1371.95323705758,1307.43894150217,1276.19768731293,1280.68201011182,1318.94649435579,1290.56189401623,1403.21541978737,1355.13238152181,1411.13239204497,1301.1687817279,1260.09312891298,1589.44255045804
